iter	Logloss
211	0.3847378741
212	0.3844747019
213	0.3843455472
214	0.3839282361
215	0.3837910327
216	0.3834140903
217	0.3832659879
218	0.3829706213
219	0.3828179496
220	0.3823886075
221	0.3822330014
222	0.3819658049
223	0.3818614666
224	0.3815676511
225	0.3813893245
226	0.3809317285
227	0.3807765416
228	0.3805158426
229	0.3803324857
230	0.3799262833
231	0.3797412076
232	0.37950281
233	0.3793346698
234	0.3792291159
235	0.379126706
236	0.3789708064
237	0.3785909296
238	0.3784425756
239	0.3782197722
240	0.3777608347
241	0.3776173015
242	0.3774982914
243	0.3773477575
244	0.3770739377
245	0.3769203018
246	0.3767925304
247	0.3765608819
248	0.3764093839
249	0.376192575
250	0.3759609684
251	0.3757565257
252	0.3755741748
253	0.3754254855
254	0.3752691248
255	0.3750724373
256	0.3748922662
257	0.3747782445
258	0.3743443332
259	0.3742456122
260	0.3740775978
261	0.3739285731
262	0.3737720028
263	0.3736423451
264	0.3733600155
265	0.3731568305
266	0.3730611277
267	0.372883891
268	0.3725841648
269	0.3724130065
270	0.3722704793
271	0.3718976031
272	0.3716634394
273	0.3715078333
274	0.3713295905
275	0.3711042299
276	0.3709544926
277	0.3707995572
278	0.3706146073
279	0.3704188001
280	0.370141459
281	0.3697468265
282	0.3695462405
283	0.3692413582
284	0.369014237
285	0.3688406473
286	0.3686608954
287	0.3685130444
288	0.3683288071
289	0.3681837648
290	0.367978358
291	0.3677535843
292	0.3676114764
293	0.3674755725
294	0.3673044561
295	0.3671534612
296	0.3669821771
297	0.3668157976
298	0.3666993445
299	0.3665451217
300	0.3664111881
301	0.3663141439
302	0.3662169739
303	0.3660205799
304	0.3658028487
305	0.3655056377
306	0.365431314
307	0.3652570536
308	0.3651572427
309	0.3650413346
310	0.3649396372
311	0.3647821447
312	0.3646216759
313	0.3644802387
314	0.364327525
315	0.3642059158
316	0.3640472077
317	0.3638696356
318	0.363712185
319	0.3636078049
320	0.3634741647
321	0.3633716709
322	0.3631507119
323	0.3629707923
324	0.3629014571
325	0.3627015418
326	0.3625678178
327	0.3623637105
328	0.3622424786
329	0.3621199891
330	0.3619882353
331	0.3618921972
332	0.3618020278
333	0.3616651179
334	0.3615462754
335	0.3613537799
336	0.3611959939
337	0.3610185896
338	0.3608840272
339	0.3605183193
340	0.3604065612
341	0.3603166853
342	0.3601785178
343	0.3599659008
344	0.3597805317
345	0.3596319261
346	0.359411051
347	0.3592445038
348	0.3591590714
349	0.3590660514
350	0.3588582552
351	0.358768002
352	0.3585417192
353	0.3584430401
354	0.3581454099
355	0.3580404428
356	0.3579171988
357	0.3578168429
358	0.3577327519
359	0.3575485565
360	0.3572348291
361	0.3569685548
362	0.3567908151
363	0.356604901
364	0.3564033927
365	0.3562597757
366	0.3561245426
367	0.3559854109
368	0.3559089074
369	0.3557717879
370	0.3556374351
371	0.3554803199
372	0.3554175241
373	0.3552494259
374	0.3550495525
375	0.3549402677
376	0.3547809727
377	0.3546842638
378	0.354458484
379	0.3543865916
380	0.3542142176
381	0.3540498503
382	0.3539446317
383	0.3538733681
384	0.3537628258
385	0.3536429353
386	0.3534852751
387	0.3531284123
388	0.3530333802
389	0.3529192746
390	0.3527158381
391	0.3524053385
392	0.3522898915
393	0.3521865174
394	0.3520880898
395	0.3519103501
396	0.3518025325
397	0.35152123
398	0.3513208326
399	0.3511209593
400	0.3508111723
401	0.3506392175
402	0.3504927499
403	0.3503680177
404	0.3501522358
405	0.350026728
406	0.3499304384
407	0.349795331
408	0.3495139028
409	0.3494080764
410	0.3493437086
411	0.3491676666
412	0.3489654667
413	0.3488476722
414	0.3486305908
415	0.3484608996
416	0.3483088357
417	0.3482124412
418	0.3480286651
419	0.3478968903
420	0.3477805421
421	0.3476145608
422	0.3475527501
423	0.3472598359
424	0.3471488953
425	0.3469678858
426	0.346885241
427	0.346784948
428	0.3466215238
429	0.3464800237
430	0.3464097243
431	0.3462044852
432	0.3460852445
433	0.345881242
434	0.3457030202
435	0.3455759824
436	0.3454865676
437	0.3453653147
438	0.3452265813
439	0.3449758802
440	0.3448539147
441	0.3446899666
442	0.3446058336
443	0.3444960877
444	0.3443786076
445	0.3442050179
446	0.3440806839
447	0.3440112648
448	0.3437790085
449	0.3436783172
450	0.3435298165
451	0.3433104085
452	0.343172283
453	0.3430285192
454	0.3429240342
455	0.3428052546
456	0.3427009373
457	0.3425144363
458	0.3423467364
459	0.3421693739
460	0.3419019888
461	0.3418202243
462	0.3417413733
463	0.3416914049
464	0.3414575765
465	0.3413211487
466	0.3411649976
467	0.3410339565
468	0.3408660889
469	0.3407766321
470	0.3405502864
471	0.3404255123
472	0.3403359298
473	0.3401608729
474	0.339950855
475	0.3398163974
476	0.3396979531
477	0.3395866981
478	0.3395011399
479	0.3393856929
480	0.3392092527
481	0.3390877692
482	0.3388643579
483	0.3386594542
484	0.3384934729
485	0.3383703127
486	0.3382524344
487	0.3380805215
488	0.3380211212
489	0.3378744021
490	0.337715652
491	0.3376110412
492	0.337406368
493	0.3372812795
494	0.3371398004
495	0.3370269943
496	0.3369665251
497	0.3369139367
498	0.3368176052
499	0.3367222168
500	0.3366076082
501	0.3365592747
502	0.3364404112
503	0.3361827515
504	0.3360791468
505	0.3359145489
506	0.3358044886
507	0.3357077798
508	0.3356284466
509	0.3354785626
510	0.3352560945
511	0.3351273379
512	0.3349164606
513	0.3348439814
514	0.3347293728
515	0.334622687
516	0.3344933646
517	0.3342755496
518	0.3341494131
519	0.3340442783
520	0.3339759072
521	0.3338687394
522	0.3337589306
523	0.3336488493
524	0.3335226709
525	0.3333743798
526	0.33328704
527	0.333098988
528	0.3328530029
529	0.3326584533
530	0.3325097011
531	0.3323751177
532	0.3322649526
533	0.3321583926
534	0.3321217338
535	0.3318425063
536	0.3316172296
537	0.3314322168
538	0.3312568665
539	0.331107716
540	0.3309813279
541	0.3308311085
542	0.330705999
543	0.3306236896
544	0.3305271274
545	0.3304682721
546	0.3303108215
547	0.3302101722
548	0.3301007197
549	0.3299702655
550	0.3298476502
551	0.3296641675
552	0.3295914577
553	0.3295049982
554	0.3293244917
555	0.3291476742
556	0.3289886726
557	0.3288668538
558	0.3287639199
559	0.3286504641
560	0.3285513029
561	0.3284134079
562	0.3282668564
563	0.3281316652
564	0.3280542814
565	0.3278939803
566	0.3277503213
567	0.3275918017
568	0.3274603204
569	0.3272936056
570	0.3270723532
571	0.3269184867
572	0.3267429897
573	0.326682248
574	0.3265290732
575	0.3263751858
576	0.3263234568
577	0.3262205229
578	0.3261189723
579	0.3259685223
580	0.3259120145
581	0.3257561988
582	0.3256925436
583	0.3255705781
584	0.3255219512
585	0.3253432473
586	0.3251808083
587	0.3250356821
588	0.324904117
589	0.3247798459
590	0.3245724269
591	0.3244566027
592	0.32432793
593	0.3242082701
594	0.3240561433
595	0.3239682166
596	0.3238218538
597	0.3236756377
598	0.323609174
599	0.3234516186
600	0.3233567123
601	0.3232579074
602	0.32309725
603	0.3229022602
604	0.3226525233
605	0.3225483528
606	0.3223268698
607	0.322002348
608	0.3219118223
609	0.3217654595
610	0.3216663193
611	0.3215357183
612	0.3213871338
613	0.3212024773
614	0.3210201683
615	0.320866742
616	0.3207005511
617	0.3205630543
618	0.3204378401
619	0.3203589052
620	0.3202152462
621	0.3201582563
622	0.3199858613
623	0.3198453882
624	0.3196979145
625	0.3195608998
626	0.319428643
627	0.3193145794
628	0.3192325844
629	0.3191558293
630	0.3190120026
631	0.3188419971
632	0.3186329642
633	0.3185344738
634	0.3184395675
635	0.3183379959
636	0.3182876503
637	0.3180733356
638	0.3179171845
639	0.3178278745
640	0.3177179609
641	0.3175649538
642	0.3174130995
643	0.3173237895
644	0.3172623142
645	0.3171464689
646	0.3170199761
647	0.3168723767
648	0.3167653346
649	0.3166607448
650	0.3164730072
651	0.316316919
652	0.31622239
653	0.3161525517
654	0.3160650652
655	0.3159095219
656	0.3157763219
657	0.3156712081
658	0.3155993786
659	0.3154990647
660	0.3154235882
661	0.3152355152
662	0.3150295216
663	0.3148916685
664	0.3147824046
665	0.3145354135
666	0.3144348061
667	0.3143473196
668	0.3142218537
669	0.314125103
670	0.31402481
671	0.3138922807
672	0.3138238886
673	0.3137467982
674	0.3136603387
675	0.3135876079
676	0.3134871472
677	0.3134089669
678	0.313328481
679	0.3131831871
680	0.3131114834
681	0.31303542
682	0.3129526914
683	0.312855752
684	0.312767448
685	0.3126432607
686	0.3126250257
687	0.312501551
688	0.312282709
689	0.3121324057
690	0.3119390089
691	0.3117520678
692	0.3115972582
693	0.3115186167
694	0.311475104
695	0.3113516923
696	0.3111957508
697	0.3110999223
698	0.3108918955
699	0.3107538538
700	0.3106157072
701	0.3104415307
702	0.3103643145
703	0.3102282849
704	0.3101825085
705	0.3100033645
706	0.3098865132
707	0.3097409678
708	0.3096652188
709	0.3095409268
710	0.3094092568
711	0.3093116467
712	0.3091221904
713	0.3089871249
714	0.3088301355
715	0.3087365915
716	0.3085818867
717	0.3084761441
718	0.3082574488
719	0.3080283154
720	0.3078737364
721	0.3077389225
722	0.3075587933
723	0.3074200389
724	0.3073064783
725	0.3072093712
726	0.3071555463
727	0.3070177351
728	0.3069468907
729	0.3068231436
730	0.3066515661
731	0.3065004873
732	0.3064262684
733	0.3063302092
734	0.3062404171
735	0.3061164604
736	0.3060262491
737	0.3059799907
738	0.3059026907
739	0.3057564955
740	0.3056484264
741	0.3055759891
742	0.3054477147
743	0.3052637289
744	0.3051412184
745	0.3050460396
746	0.3049276582
747	0.3047424568
748	0.3046403403
749	0.3045209948
750	0.3043968704
751	0.3043532738
752	0.3042351021
753	0.3040659559
754	0.3039699177
755	0.3038099729
756	0.3036430694
757	0.3035680331
758	0.3034424625
759	0.3033725613
760	0.3032527756
761	0.3031369304
762	0.3030774253
763	0.3030180879
764	0.3029532171
765	0.3027712015
766	0.3026508289
767	0.3025373941
768	0.3023658375
769	0.3022145491
770	0.3021223466
771	0.3020473941
772	0.3018895663
773	0.3018225785
774	0.301675524
775	0.301598224
776	0.3015166272
777	0.3014584845
778	0.3013498705
779	0.3012582968
780	0.3011793619
781	0.3010663462
782	0.3009398115
783	0.3008190616
784	0.300708624
785	0.3006191882
786	0.3006032797
787	0.3004262316
788	0.3003263369
789	0.3001905169
790	0.3000455584
791	0.2999282669
792	0.2998279949
793	0.2997000558
794	0.2995999934
795	0.2994903732
796	0.2993324615
797	0.2992124243
798	0.2990905636
799	0.2989352719
800	0.2988316043
801	0.2986488342
802	0.298484949
803	0.2984177726
804	0.2983531533
805	0.2982850337
806	0.2982139587
807	0.2980770069
808	0.2979863135
809	0.2978567815
810	0.2977428227
811	0.2976258456
812	0.2974761711
813	0.2973802168
814	0.2972667401
815	0.2971987043
816	0.2970981598
817	0.2969812037
818	0.2969221178
819	0.2968547528
820	0.296763724
821	0.2966791719
822	0.2965821486
823	0.2964953328
824	0.2963661781
825	0.2962835123
826	0.2962007208
827	0.2960608765
828	0.2958978506
829	0.2958118103
830	0.2957049779
831	0.2955879589
832	0.2955269028
833	0.2954354129
834	0.2951921735
835	0.2950828259
836	0.2949696845
837	0.2948522044
838	0.2947567112
839	0.2946428152
840	0.2945343059
841	0.294454365
842	0.2943189852
843	0.2942750323
844	0.2941160307
845	0.2940288586
846	0.2939709464
847	0.293785724
848	0.2936406817
849	0.2935692295
850	0.2935191354
851	0.2934655619
852	0.2933859563
853	0.2933224689
854	0.2932613499
855	0.2931672819
856	0.2931230147
857	0.2930208143
858	0.2929392385
859	0.2928306873
860	0.2926873218
861	0.2925389049
862	0.292446367
863	0.2923390525
864	0.2921988099
865	0.2921179887
866	0.2920319274
867	0.2919487586
868	0.291869195
869	0.2917532449
870	0.2916552994
871	0.2915213449
872	0.2914607289
873	0.2913256635
874	0.2911735577
875	0.2910630362
876	0.290992653
877	0.2909333156
878	0.2908031547
879	0.2907129644
880	0.2905942896
881	0.2905166123
882	0.2904484089
883	0.2903232994
884	0.2902697469
885	0.2901912731
886	0.290130741
887	0.2900752392
888	0.2899376586
889	0.2898249155
890	0.2897689735
891	0.2896716778
892	0.2896307222
893	0.289560842
894	0.2894529825
895	0.2893792456
896	0.2892838363
897	0.2892023862
898	0.2891313741
899	0.2889922844
900	0.2888612433
901	0.2887483953
902	0.2886436379
903	0.2885513934
904	0.2884482289
905	0.2883424025
906	0.2882350461
907	0.2881595067
908	0.288094573
909	0.2880244831
910	0.2879666549
911	0.2878439767
912	0.28772002
913	0.2876190563
914	0.2875302912
915	0.2874607673
916	0.2873507489
917	0.2872837402
918	0.2871841389
919	0.2870392013
920	0.2868753999
921	0.2867439605
922	0.2866362477
923	0.286467374
924	0.2863804325
925	0.2862907032
926	0.2861645038
927	0.2860635192
928	0.2859561627
929	0.2858814407
930	0.2858103239
931	0.2857783181
932	0.2857201964
933	0.2856266315
934	0.28546654
935	0.2853518895
936	0.285197499
937	0.2850895766
938	0.2850077283
939	0.2849057376
940	0.2848202632
941	0.2847609258
942	0.284658453
943	0.2845982981
944	0.2844827673
945	0.2843933944
946	0.2842581194
947	0.2841851371
948	0.2841118194
949	0.284060845
950	0.2839394245
951	0.2838670919
952	0.2837878636
953	0.2836977781
954	0.2836288829
955	0.2835352552
956	0.2834364084
957	0.2833623572
958	0.283206269
959	0.2831055568
960	0.2829807407
961	0.2828036298
962	0.2827187004
963	0.2826553596
964	0.2825553391
965	0.282472862
966	0.2824048472
967	0.2823341495
968	0.2822568705
969	0.2821732825
970	0.2820312793
971	0.2818842458
972	0.2817446111
973	0.2816735991
974	0.2816172799
975	0.2815663684
976	0.2814504393
977	0.2813561408
978	0.2812575875
979	0.2811975165
980	0.2811333793
981	0.2810160878
982	0.2809194628
983	0.2808459355
984	0.2807535025
985	0.2806886945
986	0.2805722834
987	0.2804747152
988	0.2804386852
989	0.280385489
990	0.2803236364
991	0.2802652212
992	0.2801894722
993	0.2800959074
994	0.279973879
995	0.2799024477
996	0.2797734606
997	0.279678743
998	0.2795906905
999	0.2794879452
