iter	Logloss
704	0.2874021359
705	0.2873642252
706	0.2873092803
707	0.2872702067
708	0.2872357594
709	0.287202758
710	0.2871644815
711	0.2871311819
712	0.2870957271
713	0.2870587002
714	0.2870161099
715	0.286996051
716	0.2869679634
717	0.2869364775
718	0.286895033
719	0.2868644509
720	0.2868412067
721	0.2868181842
722	0.2867773252
723	0.2867365387
724	0.2866964638
725	0.2866635564
726	0.286637209
727	0.2865848154
728	0.2865436773
729	0.2864846228
730	0.2864515365
731	0.2864155369
732	0.2863722131
733	0.2863454861
734	0.2863025802
735	0.2862713284
736	0.2862356302
737	0.2862018801
738	0.2861665404
739	0.2861161849
740	0.2860887245
741	0.2860482689
742	0.2860089285
743	0.2859679699
744	0.285938964
745	0.2859026752
746	0.285876756
747	0.2858553955
748	0.2858193171
749	0.285764037
750	0.285743127
751	0.285712289
752	0.2856926509
753	0.2856543375
754	0.2856232878
755	0.2856002447
756	0.285552162
757	0.2855075466
758	0.2854596825
759	0.2854132555
760	0.285374389
761	0.2853290923
762	0.2853007134
763	0.2852597069
764	0.2852259836
765	0.2851957672
766	0.2851560544
767	0.28512196
768	0.2850753727
769	0.2850485206
770	0.2850009869
771	0.2849802282
772	0.2849374869
773	0.2848947685
774	0.2848623323
775	0.2848062139
776	0.2847646686
777	0.2847273767
778	0.2846951512
779	0.2846639818
780	0.2846299117
781	0.2846012679
782	0.2845726541
783	0.2845482894
784	0.2845260671
785	0.2844858712
786	0.2844317577
787	0.2843921296
788	0.2843615104
789	0.2843208332
790	0.284291747
791	0.2842723406
792	0.2842474538
793	0.2842253634
794	0.2841824384
795	0.284130197
796	0.2841005496
797	0.2840573739
798	0.2840259305
799	0.2839944366
800	0.2839547313
801	0.2839267709
802	0.2838992679
803	0.2838788666
804	0.2838337007
805	0.2837811705
806	0.2837473174
807	0.2836829725
808	0.2836587724
809	0.2836265935
810	0.2835853095
811	0.2835432848
812	0.2835198724
813	0.2835059881
814	0.2834761335
815	0.283453644
816	0.283419679
817	0.2833933616
818	0.2833604916
819	0.2833212895
820	0.2832841322
821	0.2832509321
822	0.2832141496
823	0.2831786623
824	0.2831415535
825	0.2831153524
826	0.2830762915
827	0.2830478757
828	0.2830115284
829	0.2829857002
830	0.2829647741
831	0.2829343804
832	0.282893716
833	0.2828454356
834	0.282816215
835	0.2827904701
836	0.2827398952
837	0.2827013249
838	0.2826462294
839	0.2826263658
840	0.2826005809
841	0.2825838741
842	0.2825489971
843	0.2825315779
844	0.2824825222
845	0.2824508126
846	0.2824123609
847	0.2823979498
848	0.2823652658
849	0.2823265903
850	0.2822891121
851	0.2822658071
852	0.2822281032
853	0.2821925062
854	0.2821568812
855	0.2821358855
856	0.2821058621
857	0.2820746978
858	0.2820465959
859	0.2819965452
860	0.281959853
861	0.2819325559
862	0.2819101396
863	0.2818675144
864	0.2818247456
865	0.2817852113
866	0.2817446831
867	0.2817001152
868	0.281659992
869	0.2816323961
870	0.2815975999
871	0.2815506535
872	0.2815336611
873	0.2815136525
874	0.2814913473
875	0.2814590385
876	0.2814334203
877	0.28139735
878	0.2813723511
879	0.2813225278
880	0.281296638
881	0.281265594
882	0.2812322993
883	0.281216065
884	0.2811773489
885	0.2811541902
886	0.2811138629
887	0.2810779203
888	0.281047939
889	0.2810308953
890	0.2810107756
891	0.2809820621
892	0.2809597175
893	0.2809263612
894	0.2808804968
895	0.2808453692
896	0.2808047226
897	0.280766903
898	0.2807320442
899	0.2806925767
900	0.2806689818
901	0.2806333302
902	0.2806007236
903	0.2805778527
904	0.2805540372
905	0.2805225881
906	0.2804891681
907	0.2804529806
908	0.2804116321
909	0.2803881294
910	0.2803558109
911	0.2803185302
912	0.2802973881
913	0.2802465197
914	0.2802226345
915	0.2801903525
916	0.2801512625
917	0.2801077225
918	0.2800832574
919	0.2800601941
920	0.2800260373
921	0.2800051506
922	0.2799528695
923	0.2799162815
924	0.2798896991
925	0.2798549702
926	0.2798205789
927	0.2797873164
928	0.2797668252
929	0.2797499821
930	0.2797126367
931	0.2796895724
932	0.2796463115
933	0.2795954879
934	0.2795615834
935	0.2795338123
936	0.2795050801
937	0.2794668085
938	0.2794400332
939	0.2794095048
940	0.279374634
941	0.2793380431
942	0.279304114
943	0.2792723415
944	0.2792388752
945	0.2792039061
946	0.279166346
947	0.2791386018
948	0.2791054795
949	0.2790800349
950	0.2790545472
951	0.2789993578
952	0.2789592825
953	0.2789273931
954	0.2788945156
955	0.2788741366
956	0.2788544243
957	0.2788254839
958	0.2787794444
959	0.2787527653
960	0.2787274507
961	0.2786928178
962	0.2786512939
963	0.2786294481
964	0.278583221
965	0.2785445243
966	0.2785108356
967	0.2784869868
968	0.278458742
969	0.2784147835
970	0.2783787634
971	0.2783495602
972	0.2783149
973	0.2782916908
974	0.2782458473
975	0.2782099813
976	0.2781797971
977	0.278139134
978	0.2781077383
979	0.2780704283
980	0.2780483254
981	0.2780175639
982	0.2779902745
983	0.2779608165
984	0.2779369429
985	0.2779018146
986	0.2778744288
987	0.2778511635
988	0.2778301828
989	0.2777856767
990	0.2777574262
991	0.2777163125
992	0.277687344
993	0.2776573515
994	0.2776274963
995	0.2776027367
996	0.2775792872
997	0.2775132598
998	0.2774826216
999	0.2774315491
