iter	Passed	Remaining
486	17276	18198
487	17307	18158
488	17339	18119
489	17370	18079
490	17405	18044
491	17440	18007
492	17473	17969
493	17505	17931
494	17538	17893
495	17569	17852
496	17601	17813
497	17633	17775
498	17664	17735
499	17696	17696
500	17727	17656
501	17759	17618
502	17790	17578
503	17821	17538
504	17852	17499
505	17886	17462
506	17920	17425
507	17954	17388
508	17987	17351
509	18018	17312
510	18051	17273
511	18081	17234
512	18112	17194
513	18144	17156
514	18175	17116
515	18208	17079
516	18239	17040
517	18271	17002
518	18303	16963
519	18335	16924
520	18366	16886
521	18398	16847
522	18430	16809
523	18462	16771
524	18495	16734
525	18529	16697
526	18562	16660
527	18593	16621
528	18625	16583
529	18657	16545
530	18689	16507
531	18723	16471
532	18756	16433
533	18789	16396
534	18822	16359
535	18853	16320
536	18883	16281
537	18916	16244
538	18948	16206
539	18988	16175
540	19019	16137
541	19050	16098
542	19079	16057
543	19111	16019
544	19142	15981
545	19173	15942
546	19206	15906
547	19238	15868
548	19269	15829
549	19300	15791
550	19332	15753
551	19363	15715
552	19393	15676
553	19427	15639
554	19460	15603
555	19491	15565
556	19525	15529
557	19555	15490
558	19585	15451
559	19616	15413
560	19647	15375
561	19678	15336
562	19710	15299
563	19743	15262
564	19775	15225
565	19806	15187
566	19838	15150
567	19869	15112
568	19901	15074
569	19933	15037
570	19967	15001
571	19998	14964
572	20031	14927
573	20064	14891
574	20099	14856
575	20134	14821
576	20168	14785
577	20202	14750
578	20239	14716
579	20277	14683
580	20313	14649
581	20349	14615
582	20384	14580
583	20420	14546
584	20459	14514
585	20497	14481
586	20535	14448
587	20570	14413
588	20605	14378
589	20639	14342
590	20673	14306
591	20704	14269
592	20735	14231
593	20767	14194
594	20799	14157
595	20831	14120
596	20864	14084
597	20899	14049
598	20940	14018
599	20971	13981
600	21002	13943
601	21038	13909
602	21071	13872
603	21105	13837
604	21138	13800
605	21169	13763
606	21202	13727
607	21235	13691
608	21267	13654
609	21300	13618
610	21335	13583
611	21370	13548
612	21407	13515
613	21442	13480
614	21476	13444
615	21509	13408
616	21541	13371
617	21573	13335
618	21604	13297
619	21637	13261
620	21669	13224
621	21700	13188
622	21731	13150
623	21764	13114
624	21797	13078
625	21829	13041
626	21861	13005
627	21892	12968
628	21924	12931
629	21954	12894
630	21986	12857
631	22017	12820
632	22048	12783
633	22082	12747
634	22113	12710
635	22144	12673
636	22174	12636
637	22205	12599
638	22237	12563
639	22270	12527
640	22302	12490
641	22333	12453
642	22366	12417
643	22397	12381
644	22430	12345
645	22463	12309
646	22495	12273
647	22527	12237
648	22557	12199
649	22588	12163
650	22621	12127
651	22653	12090
652	22684	12054
653	22714	12017
654	22746	11980
655	22778	11944
656	22810	11908
657	22839	11870
658	22873	11836
659	22906	11800
660	22936	11763
661	22968	11727
662	22999	11690
663	23031	11654
664	23062	11618
665	23094	11581
666	23125	11545
667	23155	11508
668	23188	11472
669	23221	11437
670	23251	11400
671	23284	11365
672	23314	11328
673	23345	11291
674	23381	11257
675	23415	11222
676	23446	11186
677	23479	11151
678	23514	11116
679	23546	11080
680	23578	11044
681	23610	11008
682	23641	10972
683	23675	10937
684	23705	10901
685	23738	10865
686	23772	10830
687	23804	10795
688	23835	10758
689	23866	10722
690	23896	10686
691	23929	10650
692	23962	10615
693	23992	10578
694	24023	10542
695	24054	10506
696	24086	10470
697	24126	10438
698	24171	10408
699	24218	10379
700	24266	10350
701	24320	10324
702	24362	10292
703	24401	10259
704	24437	10225
705	24473	10191
706	24508	10157
707	24542	10122
708	24572	10085
709	24603	10049
710	24633	10012
711	24666	9977
712	24705	9944
713	24749	9913
714	24805	9887
715	24861	9861
716	24908	9831
717	24949	9799
718	24988	9766
719	25026	9732
720	25066	9699
721	25107	9667
722	25151	9636
723	25198	9605
724	25247	9576
725	25286	9543
726	25324	9509
727	25364	9476
728	25401	9442
729	25433	9406
730	25464	9370
731	25496	9334
732	25529	9299
733	25569	9266
734	25610	9233
735	25654	9202
736	25696	9169
737	25747	9140
738	25803	9113
739	25859	9085
740	25914	9057
741	25955	9024
742	25992	8990
743	26027	8955
744	26065	8921
745	26105	8888
746	26145	8855
747	26187	8822
748	26232	8790
749	26278	8759
750	26323	8727
751	26368	8695
752	26411	8663
753	26450	8629
754	26485	8594
755	26519	8559
756	26552	8523
757	26583	8487
758	26615	8451
759	26649	8415
760	26682	8379
761	26713	8343
762	26741	8306
763	26773	8270
764	26805	8234
765	26834	8197
766	26866	8161
767	26899	8125
768	26927	8088
769	26958	8052
770	26991	8016
771	27029	7982
772	27066	7948
773	27098	7912
774	27131	7876
775	27163	7840
776	27195	7805
777	27228	7769
778	27260	7733
779	27291	7697
780	27322	7661
781	27354	7625
782	27385	7589
783	27417	7553
784	27448	7517
785	27480	7482
786	27516	7447
787	27551	7412
788	27586	7377
789	27619	7341
790	27655	7307
791	27689	7271
792	27722	7236
793	27755	7201
794	27790	7166
795	27825	7131
796	27857	7095
797	27889	7059
798	27920	7023
799	27952	6988
800	27982	6952
801	28013	6916
802	28048	6881
803	28079	6845
804	28110	6809
805	28142	6773
806	28173	6737
807	28204	6702
808	28236	6666
809	28266	6630
810	28295	6594
811	28329	6559
812	28361	6523
813	28393	6487
814	28429	6453
815	28474	6420
816	28505	6384
817	28542	6350
818	28586	6317
819	28629	6284
820	28677	6252
821	28725	6220
822	28776	6188
823	28826	6157
824	28875	6125
825	28925	6093
826	28983	6062
827	29029	6030
828	29077	5997
829	29127	5965
830	29171	5932
831	29213	5898
832	29264	5866
833	29319	5835
834	29372	5804
835	29423	5772
836	29468	5738
837	29515	5705
838	29570	5674
839	29615	5641
840	29657	5607
841	29702	5573
842	29743	5539
843	29782	5504
844	29817	5469
845	29850	5433
846	29882	5397
847	29912	5361
848	29944	5325
849	29973	5289
850	30004	5253
851	30035	5217
852	30065	5181
853	30094	5144
854	30124	5108
855	30152	5072
856	30181	5036
857	30213	5000
858	30245	4964
859	30275	4928
860	30309	4893
861	30346	4858
862	30387	4824
863	30422	4788
864	30454	4753
865	30489	4717
866	30523	4682
867	30557	4646
868	30590	4611
869	30620	4575
870	30653	4539
871	30686	4504
872	30717	4468
873	30749	4433
874	30780	4397
875	30811	4361
876	30842	4325
877	30874	4290
878	30904	4254
879	30936	4218
880	30967	4182
881	30997	4147
882	31032	4111
883	31064	4076
884	31096	4040
885	31126	4004
886	31158	3969
887	31190	3933
888	31221	3898
889	31252	3862
890	31285	3827
891	31318	3791
892	31349	3756
893	31381	3720
894	31413	3685
895	31445	3649
896	31476	3614
897	31508	3578
898	31540	3543
899	31572	3508
900	31605	3472
901	31638	3437
902	31670	3402
903	31702	3366
904	31734	3331
905	31765	3295
906	31798	3260
907	31832	3225
908	31871	3190
909	31914	3156
910	31959	3122
911	32004	3088
912	32047	3053
913	32095	3019
914	32136	2985
915	32173	2950
916	32210	2915
917	32249	2880
918	32289	2846
919	32330	2811
920	32368	2776
921	32408	2741
922	32454	2707
923	32495	2672
924	32542	2638
925	32592	2604
926	32643	2570
927	32692	2536
928	32741	2502
929	32789	2467
930	32832	2433
931	32873	2398
932	32912	2363
933	32952	2328
934	32990	2293
935	33028	2258
936	33066	2223
937	33104	2188
938	33143	2153
939	33178	2117
940	33216	2082
941	33260	2047
942	33299	2012
943	33340	1977
944	33379	1942
945	33418	1907
946	33458	1872
947	33503	1837
948	33548	1802
949	33597	1768
950	33644	1733
951	33703	1699
952	33762	1665
953	33822	1630
954	33877	1596
955	33935	1561
956	33991	1527
957	34045	1492
958	34095	1457
959	34135	1422
960	34175	1386
961	34213	1351
962	34253	1316
963	34297	1280
964	34351	1245
965	34397	1210
966	34437	1175
967	34477	1139
968	34517	1104
969	34557	1068
970	34597	1033
971	34637	997
972	34677	962
973	34714	926
974	34753	891
975	34790	855
976	34827	819
977	34864	784
978	34901	748
979	34936	712
980	34980	677
981	35028	642
982	35075	606
983	35130	571
984	35182	535
985	35224	500
986	35270	464
987	35326	429
988	35374	393
989	35423	357
990	35487	322
991	35550	286
992	35610	251
993	35656	215
994	35697	179
995	35744	143
996	35782	107
997	35830	71
998	35877	35
999	35929	0
